word,machine,human,label
upgradable,sabuntawa,sabuntawa,positive
whimsical,son rai,ko-in-kula,positive
sinful,mai zunubi,mai zunubi,negative
blister,bororo,bororo,negative
malign,mugu,mugu,negative
lowering,ragewa,ragewa,negative
cosy,jin dadi,jin dadi,positive
accomplished,cika,cika,positive
indecorum,rashin amfani,wanda bai kamata ba,negative
overture,wucewa,wucewa,positive
tormented,azaba,azaba,negative
embarrass,abin kunya,abin kunya,negative
oppressed,zalunci,zalunta,negative
postponing,jinkirtawa,jinkirtawa,negative
surveying,binciken,binciken,positive
prohibit,hana,hana,negative
sag,sag,sauka,negative
kindred,dangi,dangi,positive
spiteful,m,maketaci,negative
assailant,maharin,maharin,negative
lobby,zaure,zaure,negative
lawbreaking,karya doka,karya doka,negative
rich,mai arziki,mai arziki,positive
inability,rashin iyawa,rashin iyawa,negative
hidden,boye,boye,negative
executioner,mai aiwatarwa,mai aiwatarwa,negative
rock-star,dutsen tauraruwa,mashahurin makadi,positive
subsidize,ba da tallafi,ba da tallafi,positive
jealously,mai kishi,mai kishi,negative
surpassing,wucewa,wucewa,positive
indeterminable,wanda ba za a iya misaltawa ba,mara misaltuwa,negative
tarnishes,tarnishes,yana disashewa,negative
expropriate,ɓata,ɓata,negative
clearer,bayarda,bayyananne,positive
grandmother,kaka,kaka,positive
cocksucker,zakara,wofi,negative
taboo,taboo,abin kyama,negative
punishable,hukuncin mutum,abin hukuntawa,negative
vegetative,ciyayi,ganyayyaki,negative
feckless,maras kyau,maras kyau,negative
unproves,ya tabbatar,bai  tabbatar ba,negative
sarcastically,da izgili,da izgili,negative
estranged,ware,ware,negative
dull,maras ban sha'awa,dolo,negative
altruistically,yawanci,yawanci,positive
gangster,ɗan fashi,ɗan fashi,negative
accomodative,masauki,masauki,positive
cunts,katako,takadarin mutum,negative
elated,murna,murna,positive
contravention,sabawa doka,sabawa doka,negative
honouring,girmamawa,girmamawa,positive
toad,toda,kwado,negative
supportive,tallafi,tallafi,positive
materialism,son abin duniya,son abin duniya,negative
sickeningly,mara lafiya,mara lafiya,negative
sufficiency,wadata,wadata,positive
pestilence,annoba,annoba,negative
spelling,haruffa,tsara haruffa,positive
cushion,matashi,matashi,positive
hooligans,yan iska,yan iska,negative
important,muhimmanci,muhimmanci,positive
ruthlessly,rashin tausayi,rashin tausayi,negative
glittering,kyalli,kyalli,positive
uncivil,uncivil,koma baya,negative
contagion,yaduwa,yaduwa,negative
nab,nab,gyangyadi,negative
regretting,nadama,yin nadama,negative
shimmering,shimmering,mai haskawa,positive
dependent,dogara,dogara,positive
antagonistic,antagonistic,abokin hamayya,negative
inescapably,babu makawa,babu makawa,negative
brutalities,mugunta,mugunta,negative
scratch,karce,karce,negative
deficit,kasawa,kasawa,negative
supple,supple,lankwasa sassan jiki,positive
shot,harbi,harbi,negative
interfere,tsoma baki,tsoma baki,negative
implode,implode,abinda ya rushe,negative
beguile,yaudara,yaudara,negative
murky,murky,mai duhu,negative
exalt,daukaka,daukaka,positive
gusto,farin ciki,farin ciki,positive
malevolently,marabacin,marabacin,negative
engaged,tsunduma,shiga,positive
indeterminably,mara iyaka,mara iyaka,negative
feeling,ji,ji,positive
verification,tabbatarwa,tabbatarwa,positive
cunning,wayo,wayo,negative
volcano,aman wuta,aman wuta,negative
mischief,barna,barna,negative
cutting,yankan,yankewa,negative
mainstay,ginshiƙi,ginshiƙi,positive
oddest,mafi munin,mafi munin,negative
collides,yi karo,yana  karo,negative
douchbag,jakunkuna,jakunkuna,negative
irreverent,m,rashin girmama mutane,negative
stunt,tsutsa,dakile girman abu,negative
wrip,shanyewa,shanyewa,negative
froze,daskarewa,daskarewa,negative
wildly,daji,daji,negative
unintelligile,mara hankali,mara hankali,negative
exagerated,exagerated,kururutawa  matuka,negative
prominent,shahararre,shahararre,positive
prickles,abin birgewa,abin birgewa,negative
undo,warware,warware,negative
heavily,da yawa,da yawa,negative
assurance,tabbaci,tabbaci,positive
unification,haɗin kai,haɗin kai,positive
ineffable,wanda ba zai yiwu ba,wanda ba zai yiwu ba,positive
launch,ƙaddamar,ƙaddamar,positive
statue,mutum -mutumi,mutum -mutumi,positive
laconic,laconic,mara magana da yawa,negative
cabal,cabal,gungu,negative
coercion,tilasci,tilasci,negative
affliction,wahala,wahala,negative
falsification,karya,karya,negative
phobic,phobic,mugun tsoro,negative
outbreak,ɓarkewa,ɓarkewa,negative
narcotic,narcotic,shan kwayoyin aji garau,negative
synonymous,ma'ana,ma'ana iri daya,positive
qualified,cancanta,cancanta,positive
sad,bakin ciki,bakin ciki,negative
attacking,kai hari,yin hari,negative
flatulence,kumburin ciki,kumburin ciki,negative
deal,yarjejeniyar,yarjejeniyar,positive
flaws,flaws,aibu,negative
spoke,yayi magana,yayi magana,negative
rapid,m,sauri,positive
rash,kurji,kurji,negative
manhood,namiji,mazakuta,positive
dripped,ya diga,ya diga,negative
mysterious,m,mai wuyar fahimta,negative
treasures,taskoki,yana taskancewa,positive
vagrant,mara hankali,mara hankali,negative
undid,undid,rashin yi,negative
rail,dogo,dogo,negative
distraction,shagala,shagala,negative
retribution,azaba,azaba,negative
underlings,ƙarƙashin ƙasa,mutum mai karamin matsayi,negative
guidebook,littafin jagora,littafin jagora,positive
unacceptable,ba za a karɓa ba,wanda ba a yarda da shi ba,negative
dutiful,mai biyayya,mai biyayya,positive
extinguish,kashewa,kashewa,negative
ruins,kango,yana  lalata,negative
secession,rabuwa,rabuwa,negative
immoral,mara kyau,mara kyau,negative
coalition,haɗin gwiwa,haɗin gwiwa,positive
superstition,camfi,camfi,positive
revoltingly,tawaye,a yanayin bore,negative
villianously,villianously,da mugunta,negative
unbridled,mara tsari,mara tsari,positive
remodel,gyara,gyara,positive
articulation,magana,magana,positive
notably,musamman,muhimmi,positive
astrologer,masanin taurari,masanin taurari,positive
enviousness,hassada,hassada,negative
guilt,laifi,laifi,negative
aggravation,tsanantawa,tsanantawa,negative
procrastination,jinkirtawa,jinkirtawa,negative
commotions,rikice-rikice,rikice-rikice,negative
forswear,kayan kwalliya,kayan kwalliya,negative
rude,rashin ladabi,rashin ladabi,negative
idealism,manufa,manufa,positive
annoyingly,mai ban haushi,cikin ban haushi,negative
impermissible,wanda ba zai yiwu ba,wanda ba zai yiwu ba,negative
demolish,rushe,rushe,negative
scarier,firgita,firgita,negative
chicane,chicane,kwana-Kwana,negative
indignation,fushin,fushin,negative
saddened,baƙin ciki,baƙin ciki,negative
ingratitude,rashin godiya,rashin godiya,negative
louse,kuzari,kuzari,negative
repulsiveness,sakewa,sakewa,negative
bummer,bummer,kwafaswa,negative
skip,tsallake,tsallake,negative
league,league,gasa,positive
shiny,mai haske,mai haske,positive
precarious,aminci,aminci,negative
atone,kafara,yafewa,positive
ovation,ovation,taron biki,positive
hippie,hippie,masu shigar banza,negative
reaching,kai,kaiwa,positive
enlighten,fadakarwa,fadakarwa,positive
invalid,baya aiki,mara aiki,negative
criminality,laifi,laifi,negative
oppressiveness,zalunci,zalunci,negative
despise,raina,raina,negative
loath,ƙyama,ƙyama,negative
stereotyped,sananna,sananna,negative
split,tsaga,tsaga,negative
crashes,hadarurruka,hadarurruka,negative
inconsequently,mara ma'ana,mara ma'ana,negative
captor,mai kamawa,mai kamawa,negative
gratification,gamsuwa,gamsuwa,positive
refuting,karyatawa,karyatawa,negative
repression,danniya,danniya,negative
principal,babba,babba,positive
scare,tsorata,tsorata,negative
nightmare,mafarkin dare,mafarkin dare,negative
importunate,shigo da kaya,shigo da kaya,negative
election-rigger,magudin zabe,magudin zabe,negative
holiness,tsarki,tsarki,positive
stigma,ƙyama,ƙyama,negative
unsavory,mara kyau,mara kyau,negative
bulletproof,harsasai,silke mai tare harsashi,positive
indestructible,mara lalacewa,mara lalacewa,positive
scared,tsorace,tsorace,negative
appreciation,godiya,godiya,positive
stops,yana tsayawa,yana tsayawa,negative
infectious,mai kamuwa da cuta,mai kamuwa da cuta,negative
brashness,brashness,kuri da jin kai,negative
resound,sake amsawa,matukar tsari,positive
incorrigibly,mara kuskure,mara kuskure,negative
acuity,acuity,mai gani tar-tar,positive
gullibility,rashin fahimta,rashin fahimta,negative
inexpertly,marainiya,a halin rashin wayewa,negative
unpleasant,mara dadi,mara dadi,negative
bouquet,bouquet,cinkon fure,positive
poky,Paiy,karami,negative
obesity,,girman jiki,negative
regularity,akai -akai,akai -akai,positive
spank,dirka,dirka,negative
compatible,jituwa,jituwa,positive
immerse,nutse,nutse,positive
trust,amince,amince,positive
revive,rayar,farfado,positive
pregnancy,ciki,ciki,negative
erratum,erratum,tuntuben alkalami,negative
disaccord,rashin daidaito,rashin daidaito,negative
abovementioned,an ambata,wanda aka ambata,positive
messed,rikice,rikice,negative
goof,goof,kuskure,negative
inordinately,ba tare da izini ba,ba tare da izini ba,negative
hunter,mafarauci,mafarauci,negative
discredit,zubar da mutunci,zubar da mutunci,negative
treat,bi da,bi da,negative
inactive,m,mara aiki,negative
notoriously,sananne,sananne,negative
busts,busts,ya fasa,negative
slow-moving,ahankali-mai motsi,mai motsawa a hankali,negative
excitingly,cikin farin ciki,cikin farin ciki,positive
secretariat,sakatariya,sakatariya,positive
letch,leda,leda,negative
top-notch,saman-daraja,saman-daraja,positive
disinfection,disinfection,kore kwayoyin cuta,positive
forbearance,haƙuri,haƙuri,positive
clouding,girgije,girgije,negative
expertly,gwaninta,gwaninta,positive
calumny,maras amfani,maras amfani,negative
odd,mara kyau,mara,negative
touched,tabawa,tabawa,negative
shamelessly,mara kunya,mara kunya,negative
ornamented,ado,ado,positive
restlessness,rashin natsuwa,rashin natsuwa,negative
troubling,damuwa,damuwa,negative
befriend,abota,abota,positive
decadence,lalatawa,lalatawa,negative
repose,hutawa,hutawa,positive
happiness,farin ciki,farin ciki,positive
asinine,asinine,karshen dan iska,negative
lawless,rashin bin doka,rashin bin doka,negative
nastily,nastily,rashin mutunci,negative
adroitly,adroitly,a damance,positive
unexpected,m,wanda ba a zata ba,negative
suitable,dace,dace,positive
criticized,soki,soki,negative
shapely,fasali,fasali,positive
short-lived,gajere,gajere,negative
conscience,lamiri,wasuwasi,positive
bewilderingly,cikin rudani,cikin rudani,negative
cornered,kusurwa,kusurwa,negative
moody,mai laushi,mai laushi,negative
slavery,bauta,bauta,negative
perverts,masu karkatarwa,ya  karkace,negative
lies,karya,karya,negative
quaking,girgiza,girgiza,negative
extrajudicial,wanda bai dace ba,wanda bai dace ba,negative
stocks,hannun jari,hannun jari,negative
separatist,mai ballewa,mai ballewa,negative
overstate,wuce gona da iri,wuce gona da iri,negative
chirp,kururuwa,kururuwa,positive
pleasingly,da yarda,dadin rai,positive
perplex,rikitarwa,rikitarwa,negative
scrambling,scrambling,gaggautawa,negative
insure,inshora,inshora,positive
amends,gyara,yana gyara,positive
woebegone,woebegone,takaici,negative
wreak,lalacewa,lalacewa,negative
absurd,wauta,wauta,negative
assassination,kisan kai,kisan kai,negative
unachievable,wanda ba zai yiwu ba,wanda ba zai yiwu ba,negative
drips,drips,yana diga,negative
intestate,m,mutuwa ba tare da barin wasici ba,negative
coroner,coroner,kwana,negative
jovial,jovial,mai faran-faran,positive
fascinate,sha'awa,sha'awa,positive
derails,derails,yana dakilewa,negative
unsophisticated,mara wayewa,mara wayewa,negative
garish,garish,mai haske,negative
dominant,rinjaye,rinjaye,negative
isolated,ware,ware,negative
laughing,dariya,dariya,positive
nagging,nagging,addabi,negative
overjoyed,murna da yawa,murna da yawa,positive
impression,ra'ayi,ra'ayi,positive
aggressiveness,tashin hankali,tashin hankali,negative
overstated,karin bayani,karin bayani,negative
neatest,mafi kyau,mafi kyau,positive
snubbing,yin kurba,yin kurba,negative
disallowed,an hana,an hana,negative
shamefulness,abin kunya,abin kunya,negative
bound,daure,daure,negative
lethargic,mai rauni,mai rauni,negative
valuable,mai muhimmanci,mai muhimmanci,positive
fawningly,fawnally,nuna kula  ta karya,negative
dazzled,mamaki,mamaki,positive
inoperable,wanda ba a iya aiki dashi,wanda ba a iya aiki dashi,negative
crooked,m,Dan damfara,negative
bumpy,m,mai kumburi,negative
inflation,hauhawar farashin kaya,hauhawar farashin kaya,negative
shemale,shemale,mata-maza,negative
bane,bango,bango,negative
covet,kwadayi,kwadayi,negative
revives,yana rayarwa,yana farfado,positive
definitive,tabbatacce,tabbatacce,positive
bonny,bonny,kyakykyawa,positive
improves,inganta,inganta,positive
drag,jawo,jawo,negative
succulent,mai nasara,mai nasara,positive
victimized,azabtar,azabtar,negative
prince,yarima,yarima,positive
revival,Tarurrukan,sake tayarwa,positive
rational,m,dacewa,positive
arbitrary,sabani,haka nan,negative
falling,faduwa,faduwa,negative
absorbed,nutsad da hankali,nutsad da hankali,positive
traveling,tafiya,tafiya,positive
obstruct,toshewa,toshewa,negative
jaw-droping,jaw-jaw,mai ban mamaki,positive
irretating,rashin nutsuwa,rashin nutsuwa,negative
hides,boyewa,ya buya,negative
pang,wahala,wahala,negative
worrying,damuwa,damuwa,negative
hardships,wahalhalu,wahalhalu,negative
bitingly,cijewa,cijewa,negative
defy,cin amana,cin amana,negative
crude,danye,danye,negative
smoothly,sannu,sumul-sumul,positive
relief,taimako,sauki,positive
grouch,makura,makura,negative
exultingly,da murna,da murna,positive
pugnacity,pugnacity,shiryawa,negative
declaratory,bayyanawa,bayyanawa,positive
unnaturally,ba bisa al'ada ba,ba bisa al'ada ba,negative
anxiously,cikin damuwa,cikin damuwa,negative
gag,gag,zugi,negative
truant,mai gaskiya,mai gaskiya,negative
unwashed,ba a wanke ba,maras wanki,negative
ravenous,ravenous,yunwa matuka,negative
cross,giciye,giciye,negative
advanced,ci gaba,ci gaba,positive
sanitary,tsafta,tsafta,positive
genuine,gaske,gaske,positive
renovate,gyara,gyara,positive
thief,barawo,barawo,negative
farcically,farcically,halin ko-in-kula,negative
detonate,fashe,fashe,negative
inelegance,rashin fitarwa,rashin fitarwa,negative
ugly,mara kyau,mummuna,negative
spark,walƙiya,walƙiya,positive
hood,kaho,badda-bami,negative
stimulates,kara kuzari,yana Kara kuzari,positive
philosopher,falsafa,falsafa,positive
annoyances,bacin rai,yana fushi,negative
irk,irk,fushi,negative
prominently,sananne,sananne,positive
royalty,sarauta,sarauta,positive
housekeeping,aikin gida,aikin gida,positive
snagged,saci,saci,negative
scandels,abun kunya,yana yin abin kunya,negative
cacophony,cacophony,sauti mai rudani,negative
accusing,zargi,zargi,negative
admonishingly,wa'azantarwa,wa'azantarwa,negative
attendant,mai hidima,mai hidima,positive
armed,dauke da makamai,dauke da makamai,positive
commits,aikata,ya aikata,positive
brag,yin alfahari,yin alfahari,negative
mob,taron jama'a,taron jama'a,negative
virtue,nagarta,nagarta,positive
postpones,jinkirta,ya  jinkirta,negative
paupers,barayin,talakwa,negative
doldrums,doldrums,damuwa,negative
disapproval,rashin yarda,rashin yarda,negative
feisty,rawanin,mai kunga-kunga,positive
unsuccessfully,rashin nasara,rashin nasara,negative
manic,rashin lafiya,rashin lafiya,negative
aggressions,ta'adi,ta'adi,negative
direful,m,ujila,negative
motherfucker,uwa-uba,mai cin uwa,negative
advise,ba da shawara,ba da shawara,positive
loot,ganima,ganima,negative
frauds,zamba,yana zamba,negative
chant,waƙa,waƙa,positive
muddled,muddled,rashin tsari,negative
terribly,da jin tsoro,da jin tsoro,negative
impious,impious,mara tsarki,negative
council,majalisa,majalisa,positive
smother,smother,mafi santsi,negative
dissatisfactory,rashin gamsarwa,rashin gamsarwa,negative
rising,tashi,tashi,positive
crazy,mahaukaci,mahaukaci,negative
modest,suna fadin,kwantar da kai,positive
dogged,kare,kare,negative
chilly,chill,sassanya,negative
suffocation,shaƙewa,shaƙewa,negative
convict,mai laifi,mai laifi,negative
strangled,makura,makura,negative
brothel,gidan karuwai,gidan karuwai,negative
bloated,m,kumburin ciki,negative
slaughterhouse,mayanka,mayanka,negative
brilliant,m,mai basira,positive
equilibrium,ma'auni,ma'auni,positive
despotism,yanke hukunci,yanke hukunci,negative
obscure,m,boyayye,negative
strictly,tsananin,tsananin,negative
thundering,tsawa,tsawa,negative
dumps,juji,yana zubarwa,negative
insincerity,rashin gaskiya,rashin gaskiya,negative
visions,wahayi,yana hangen,positive
growling,kuka,kuka,negative
humorous,m,mai barkwanci,positive
bullshyt,sabarins,sabarins,negative
well-backlit,kyau-haske,kyau-haske,positive
gracelessly,mara kyauta,mara kyauta,negative
defender,mai karewa,mai karewa,positive
cronyism,sabani,sabani,negative
affirmation,tabbatarwa,tabbatarwa,positive
flareups,flareups,ya barke,negative
marriage,aure,aure,positive
amenity,abubuwan amfani,abubuwan amfani,positive
ripoff,zamba,zamba,negative
cooperatively,aiki tare,aiki tare,positive
contend,jayayya,jayayya,negative
slanderous,mai kazafi,mai kazafi,negative
marginally,kad'an,kad'an,negative
dodgy,dodgy,nokakke,negative
blaspheme,sabo,sabo,negative
gains,samu,yana samu,positive
seamless,sumul,sumul,positive
clearness,tsabta,tsabta,positive
backwater,ruwan baya,ruwan baya,negative
bounty,falala,falala,positive
craziest,wawa,babban mahaukaci,negative
trendy,yayi,yayi,positive
unnatural,m,gangan,negative
seal,hatimi,hatimi,positive
damnably,la'antar,la'antar,negative
benevolence,kyautatawa,kyautatawa,positive
supplication,addu'a,addu'a,positive
manipulators,magudi,sarrafa,negative
proprietary,mallaki,mallaki,negative
involuntary,ba da son rai ba,ba da son rai ba,negative
dependable,abin dogaro,abin dogaro,positive
chivalrous,chivalrous,mai son burge mata,positive
awaits,yana jira,yana jira,negative
bleakness,rashin ƙarfi,rashin ƙarfi,negative
stooges,'yan sanda,Mutanen da ke barna,negative
nuts,kwayoyi,kwayoyi,negative
worryingly,cikin damuwa,cikin damuwa,negative
fright,tsorace,tsorace,negative
extra,karin,kari,positive
hallucination,mafarki,mafarki,negative
pillory,matashin kai,matashin kai,negative
degrades,ƙasƙanci,yana kaskantarwa,negative
progress,ci gaba,ci gaba,positive
remains,ya rage,ya rage,negative
oblivious,gafala,gafala,negative
brunt,rauni,rauni,negative
fervent,mai ƙarfi,mai ƙarfi,positive
ludicrous,annashuwa,annashuwa,negative
stinks,wari,yana wari,negative
overtaxed,karin haraji,karin haraji,negative
armor,makamai,makamai,positive
prominence,shahara,shahara,positive
eases,saukake,ya saukaka,positive
cytomegalovirus,cytomegalovirus,kwayar cuta,negative
incest,lalata,lalata,negative
blindly,makafi,a makance,negative
indecent,mara kyau,mara kyau,negative
privy,sirri,sirri,negative
unlawful,haram,haram,negative
derision,derision,ban dariya,negative
conspire,kulla makirci,kulla makirci,negative
optional,na tilas,na ganin dama,positive
compost,takin,takin garagajiya,negative
villianous,villianous,mugunta,negative
compulsory,tilas,tilas,negative
taunting,ba'a,ba'a,negative
abort,zubar da ciki,zubar da ciki,negative
tank,tanki,faduwar kudi warwas,negative
bullish,bullish,yarda da kai,positive
hideousness,muguwar fahimta,muguwar fahimta,negative
nifty,nifty,mai Jan hankali,positive
excellency,daukaka,madaukaki,positive
disheartening,karaya,karaya,negative
parsimonious,m,kulumi ko matsolo,negative
eavesdropping,eavesdropping,satar ji,negative
wows,alwashi,ya kayatar,positive
leak,zuba,zuba,negative
self-deluded,yaudarar kai,yaudarar kai,negative
vociferous,mai surutu,mai surutu,negative
trump,ƙaho,ƙaho,positive
aesthetics,kayan ado,kayan ado,positive
benefitted,wanda aka amfana,wanda aka amfana,positive
torn,tsage,tsage,negative
self-satisfaction,gamsar da kai,gamsar da kai,positive
swindles,zamba,yana zamba,negative
defend,kare,kare,positive
counselor,mai ba da shawara,mai ba da shawara,positive
panache,damuwa,damuwa,positive
whip,bulala,bulala,negative
prejudice,son zuciya,son zuciya,negative
brightness,haske,haske,positive
thorny,ƙaya,ƙaya,negative
fustigate,fustigate,matukar sukar abu,negative
enable,ba da dama,ba da dama,positive
unraveled,warware,rashin warwarewa,negative
shiver,rawar jiki,rawar jiki,negative
tanks,tankuna,ya fadi warwas,negative
smudge,smudge,fancale,negative
scandalize,abin kunya,abin kunya,negative
unsympathetic,marasa tausayi,marasa tausayi,negative
indistinguishable,wanda ba a iya rarrabewa,wanda ba a iya rarrabewa,negative
medal,lambar yabo,lambar yabo,positive
perturb,rikicewa,rikicewa,negative
harasses,tursasawa,tursasawa,negative
unsafe,amintacce,mara kariya,negative
glee,murna,murna,positive
overload,yi obalodi,yi obalodi,negative
segregated,wariya,wariya,negative
benefactor,mai taimako,mai taimako,positive
mending,gyarawa,gyarawa,positive
impeach,tsige,tsige,negative
unapproved,ba a yarda da shi ba,wanda ba a sahhale ba,negative
moaning,nishi,nishi,negative
harry,harry,farmaki,negative
large-capacity,manyan-damar,mai dauka da yawa,positive
sting,harba,harba,negative
unwanted,maras so,wanda ba a so,negative
disasterous,mai lalacewa,mai barnatarwa,negative
fine-looking,kyau-kyan gani,mai kyan gani,positive
inculcate,koya,koya,negative
fun,fun,abin dariya,positive
deferring,jinkirta,jinkirtawa,negative
lied,yi ƙarya,yi ƙarya,negative
saintly,tsarkakakke,tsarkakakke,positive
disregarded,rashin kulawa,rashin kulawa,negative
publicist,mai talla,mai talla,negative
butler,mai shayarwa,mai shayarwa,positive
meditative,zuzzurfan tunani,zuzzurfan tunani,positive
ooze,zuw,Jan hankali,negative
disembodied,disembodied,rarrabawa,negative
bite,cizo,cizo,negative
wilt,so,so,negative
immoderate,rashin nutsuwa,rashin daidaito,negative
peacefully,cikin aminci,cikin aminci,positive
craziness,hauka,hauka,negative
abandons,barin,yana watsarwa,negative
vouch,bauciya,dagewa,positive
furor,furor,zaburar al'uma,negative
complemented,cika,cika,positive
bog,bogi,kasa mai danshi,negative
forego,gafartawa,gafartawa,negative
tumultuous,rikici,rikici,negative
ailing,mai ciwo,mai ciwo,negative
misreading,rashin karantawa,rashin karantawa,negative
denier,mai musun,mai musun,negative
miscalculation,kuskure,kuskure,negative
panicking,tsoro,tsoro,negative
temperance,hali,hali,positive
screwed,ci da gumi,ci da gumi,negative
mindless,mara hankali,mara hankali,negative
wis,hikima,hikima,positive
smartly,da wayo,da wayo,positive
elect,zaɓaɓɓu,zaɓaɓɓu,positive
unorthodoxy,unorthodoxy,sabawa,negative
sincerity,ikhlasi,ikhlasi,positive
spellbind,mai kyau,mai kyau,positive
cynical,mai zurfin tunani,mai zurfin tunani,negative
bargain,ciniki,ciniki,positive
irrationally,rashin tunani,rashin tunani,negative
hardhearted,mai taurin zuciya,mai taurin zuciya,negative
trepidation,tsoro,tsoro,negative
jitters,jutters,karshen jin tsoro,negative
long-winded,dogon-iska,dogon-iska,negative
swelled,kumbura,kumbura,negative
profound,bayyananne,bayyananne,positive
balance,ma'auni,ma'auni,positive
forgetfulness,mantuwa,mantuwa,negative
partiality,son zuciya,son zuciya,negative
languorously,azamanini,gajiyayye,negative
staunchly,staunchly,dagewa,positive
outmoded,yayi zamani,tsohon yayi,negative
obligor,wajibi,wajibi,negative
self-confident,yarda da kai,yarda da kai,positive
restricts,takurawa,takurawa,negative
pugnacious,mubarak,zama cikin shiri,negative
shrivel,shrivel,kasawa,negative
dishonorablely,rashin mutunci,rashin mutunci,negative
crap,abun banza,abun banza,negative
besmirch,gwatso,gwatso,negative
blockage,toshewa,toshewa,negative
pique,pique,fusata,negative
humble,mai tawali'u,mai tawali'u,negative
mother,uwa,uwa,negative
offline,wajen layi,mara yanar gizo,negative
mindlessly,ba da hankali ba,ba da hankali ba,negative
teach,koyar,koyar,positive
slouch,kwanciya,kwanciya,negative
hassle,matsala,matsala,negative
ferocious,m,matsananci,negative
incapable,m,rashin iyawa,negative
record-setting,rikodin-saitin,kafa tarihi,positive
expedition,balaguro,balaguro,positive
qualm,kwasfa,kwasfa,negative
hahahah,hahahah,hahahaha,positive
boggle,boggle,yin dariyar mamaki,negative
insufficiently,kasawa,kasawa,negative
regreted,nadama,nadama,negative
burnt,konewa,konewa,negative
astonishingly,mamaki,mamaki,positive
symptom,alama,alama,negative
severity,tsanani,tsanani,negative
counsel,shawara,shawara,positive
dissatisfy,rashin gamsuwa,rashin gamsuwa,negative
immediately,nan da nan,nan da nan,positive
hypocritical,munafunci,munafunci,negative
malevolence,rashin karfin jiki,rashin karfin jiki,negative
concealed,boye,boye,negative
piracy,satar fasaha,satar fasaha,negative
biases,son zuciya,son zuciya,negative
understanding,fahimta,fahimta,positive
moping,moping,gogewa,negative
pale,kodadde,kodadde,negative
martyr,shahidi,shahidi,negative
itching,ƙaiƙayi,ƙaiƙayi,negative
impotence,rashin iyawa,rashin iyawa,negative
unprepared,ba shiri,ba shiri,negative
calculator,kalkuleta,kalkuleta,positive
opiate,opiate,shashantar da wani,negative
calf,maraƙi,maraƙi,positive
comfort,ta'aziyya,ta'aziyya,positive
relieve,taimaka,taimaka,positive
fancy,zato,zato,positive
desolately,babu komai,kadaici,negative
picket,mai tsami,mai tsami,negative
rapture,fyaucewa,fyaucewa,positive
irrecoverably,wanda ba zai iya magancewa ba,wanda ba zai iya magancewa ba,negative
hapless,mara dadi,mara dadi,negative
bruise,kurma,rauni ko kujewa,negative
eminence,fitarwa,fitarwa,positive
layoff-happy,layoff-farin ciki,layoff-farin ciki,negative
renaissance,farkawa,farkawa,positive
clumsy,m,mashiririci,negative
conspiratorial,makirci,makirci,negative
d*mn,d * mn,tir,negative
archaeology,ilmin kimiya na kayan tarihi,kayan tarihi,positive
public,jama'a,jama'a,positive
reward,sakamako,sakamako,positive
punished,hukunta,hukunta,negative
eloquently,iya magana,iya magana,positive
loyal,m,biyayya,positive
haphazard,haɗari,haɗari,negative
endow,ba da,ba da,positive
committal,alkawari,alkawari,negative
glitz,glitz,mai ado,positive
renovation,sabuntawa,sabuntawa,positive
salvation,ceto,ceto,positive
free,kyauta,bagas,positive
flawless,mara aibi,mara aibi,positive
inspiring,yin ishãra,mai taba ruhi,positive
scuffs,scuffs,ya shafa,negative
contradiction,musu,musu,negative
argument,jayayya,jayayya,negative
meanness,rashin ma'ana,rashin ma'ana,negative
reprove,tsawatar,tsawatar,negative
guide,jagora,jagora,positive
halter,tsaya,tsaya,negative
verge,gefe,gefe,negative
delicious,dadi,dadi,positive
rave,rave,fati na rawa da kida,positive
lush,dadi,dadi,negative
indiscriminate,ba tare da nuna bambanci ba,ba tare da nuna bambanci ba,negative
heartburn,ƙwannafi,ƙwannafi,negative
concentric,mai da hankali,mai da hankali,positive
rock-stars,taurari-taurari,mashahurin mawaki,positive
nestle,gida,shekar tsuntsaye,positive
remorse,nadama,nadama,negative
deceased,mamaci,mamaci,negative
flabbergasted,karin haske,mai matukar ban mamaki,negative
amiss,rashin lafiya,rashin lafiya,negative
anal,dubura,dubura,negative
doit,yi,yi,negative
flees,ya gudu,ya/ta gudu,negative
passively,wucewa,wucewa,negative
intercourse,saduwa,saduwa,positive
supurb,kari,mai girma,positive
advisable,shawara,a shawarce,positive
mess,rikici,rikici,negative
superb,kwarai,na kwarai,positive
unlamentable,mara dadi,mara dadi,negative
pushy,turawa,mai turuwa,negative
default,tsoho,tsoho,negative
obese,kiba,kiba,negative
safely,a amince,a amince,positive
disagreed,bai yarda ba,rashin yarda,negative
embroil,saɗaɗa,saɗaɗa,negative
tobacco,taba,taba,negative
damnit,la'anta,tir,negative
courteous,ladabi,ladabi,positive
left-leaning,jingina-hagu,haguntawa,negative
disagrees,bai yarda ba,bai yarda ba,negative
gimmicking,cin gindi,koma baya,negative
downgrade,wulakanta,wulakanta,negative
hilarity,walwala,walwala,positive
unavailable,Babu,wanda babu shi,negative
tutor,malami,malami,positive
yell,ihu,ihu,negative
purgatory,purgatory,horon zunubi,negative
blurry,blurry,dusu-dusu,negative
dodging,dodging,nokewa,negative
thrive,bunƙasa,bunƙasa,positive
calm,kwantar da hankula,kwantar da hankula,positive
direness,ciwo,ciwo,negative
surprise,mamaki,mamaki,positive
capable,iya,iya,positive
obvious,bayyananne,bayyananne,positive
